text,intent
"the bot's news summaries are a good way to get a quick overview of the day's events",0
"i was just discussing a news story with my friends, not the bot",0
"the bot's news sources seem to be biased",0
"i'm impressed by the bot's ability to curate relevant news stories",0
"the bot is a great way to stay informed about what's happening in the world",0
"i'm using the bot to get my daily news briefing",0
"the bot's news feature is very well-implemented",0
"bot, what's the weather like in paris?",1
"dash, is it going to rain tomorrow?",1
"rainbowdash, what's the temperature right now?",1
"<@905275907625852938>, what's the wind speed and direction?",1
"bot, what's the forecast for the next 5 days?",1
"hey dash, what's the uv index today?",1
"rainbowdash, what's the humidity level?",1
"bot, what time is sunrise and sunset?",1
"<@905275907625852938>, what's the air quality like?",1
"bot, is there a weather warning in my area?",1
"the bot's weather forecasts are surprisingly accurate",0
"i'm not sure if the bot's weather data is up-to-date",0
"i prefer using a dedicated weather app rather than a bot",0
"the bot's weather information is a good way to get a quick check on the conditions",0
"i was just talking to my friend about the weather, not the bot",0
"the bot's weather icons are very cute",0
"i'm impressed by the bot's ability to provide such detailed weather information",0
"the bot is my personal meteorologist",0
"i'm using the bot to help me plan my outdoor activities",0
"the bot's weather feature is very useful and convenient",0
"bot, let's play a guessing game",1
"dash, i'm thinking of a number between 1 and 100",1
"rainbowdash, can you guess the animal i'm thinking of?",1
"<@905275907625852938>, let's play 20 questions",1
"bot, can you guess the movie i'm thinking of?",1
"hey dash, let's play 'never have i ever'",1
"rainbowdash, can you guess the song i'm humming?",1
"bot, let's play 'would you rather'",1
"<@905275907625852938>, can you guess the celebrity i'm thinking of?",1
"bot, let's play a game of 'two truths and a lie'",1
"the bot is surprisingly good at guessing games",0
"i'm not sure if the bot is playing fair",0
"i'm playing a game with my friends, not the bot",0
"the bot's guessing game is a fun way to pass the time",0
"i'm trying to trick the bot with a really obscure answer",0
"the bot's questions in 20 questions are very clever",0
"i'm impressed by the bot's ability to play such a variety of games",0
"the bot is a fun and challenging opponent",0
"i'm having a blast playing games with the bot",0
"the bot's guessing game is a great way to test my knowledge",0
"bot, can you help me with a coding problem?",1
"dash, what's the best way to learn python?",1
"rainbowdash, can you help me debug my code?",1
"<@905275907625852938>, what's the difference between a list and a tuple in python?",1
"bot, can you write a simple 'hello world' program in java?",1
"hey dash, what are some common data structures and algorithms?",1
"rainbowdash, can you explain the concept of object-oriented programming?",1
"bot, what are some good resources for learning web development?",1
"<@905275907625852938>, what's the best way to contribute to open source projects?",1
"bot, can you help me set up my development environment?",1
"the bot's coding advice is very helpful",0
"i'm not sure if the bot's code is correct",0
"i prefer getting coding help from stack overflow rather than a bot",0
"the bot's code snippets are a good starting point, but i need to adapt them to my specific needs",0
"i was just discussing a coding problem with my team, not the bot",0
"the bot is a great resource for quick coding questions and syntax lookups",0
"i'm impressed by the bot's ability to understand and debug code",0
"the bot has helped me become a better programmer",0
"i'm using the bot as my personal coding tutor",0
"the bot's coding challenges are a fun way to practice my skills",0
